"play_id","game_id","home_team","away_team","posteam","posteam_type","defteam","side_of_field","yardline_100","game_date","quarter_seconds_remaining","half_seconds_remaining","game_seconds_remaining","game_half","quarter_end","drive","sp","qtr","down","ydstogo","shotgun","no_huddle","posteam_timeouts_remaining","defteam_timeouts_remaining","posteam_score","defteam_score","score_differential","play_type"
174,2014100504,"JAC","PIT","JAX","home","PIT","JAC",68,"2014-10-05",799,1699,3499,1,0,2,0,1,"2",10,0,0,3,3,0,0,0,1
198,2014100504,"JAC","PIT","JAX","home","PIT","JAC",60,"2014-10-05",770,1670,3470,1,0,2,0,1,"3",2,1,0,3,3,0,0,0,0
219,2014100504,"JAC","PIT","JAX","home","PIT","JAC",58,"2014-10-05",733,1633,3433,1,0,2,0,1,"1",10,0,0,3,3,0,0,0,1
243,2014100504,"JAC","PIT","JAX","home","PIT","PIT",45,"2014-10-05",701,1601,3401,1,0,2,0,1,"1",10,0,0,3,3,0,0,0,0
264,2014100504,"JAC","PIT","JAX","home","PIT","PIT",43,"2014-10-05",663,1563,3363,1,0,2,0,1,"2",8,1,0,3,3,0,0,0,1
288,2014100504,"JAC","PIT","JAX","home","PIT","PIT",37,"2014-10-05",623,1523,3323,1,0,2,0,1,"3",2,0,0,3,3,0,0,0,0
352,2014100504,"JAC","PIT","JAX","home","PIT","PIT",34,"2014-10-05",539,1439,3239,1,0,2,0,1,"1",10,0,0,2,3,0,0,0,1
386,2014100504,"JAC","PIT","JAX","home","PIT","PIT",34,"2014-10-05",533,1433,3233,1,0,2,0,1,"2",10,1,0,2,3,0,0,0,0
407,2014100504,"JAC","PIT","JAX","home","PIT","PIT",34,"2014-10-05",495,1395,3195,1,0,2,0,1,"3",10,1,0,2,3,0,0,0,0
460,2014100504,"JAC","PIT","JAX","home","PIT","PIT",33,"2014-10-05",436,1336,3136,1,0,2,0,1,"1",20,1,0,2,3,0,0,0,1
489,2014100504,"JAC","PIT","JAX","home","PIT","PIT",26,"2014-10-05",405,1305,3105,1,0,2,0,1,"2",13,0,0,2,3,0,0,0,1
508,2014100504,"JAC","PIT","JAX","home","PIT","PIT",30,"2014-10-05",364,1264,3064,1,0,2,0,1,"3",17,1,0,2,3,0,0,0,1
729,2014100504,"JAC","PIT","JAX","home","PIT","JAC",79,"2014-10-05",134,1034,2834,1,0,4,0,1,"1",10,1,0,2,3,3,0,3,1
751,2014100504,"JAC","PIT","JAX","home","PIT","JAC",79,"2014-10-05",129,1029,2829,1,0,4,0,1,"2",10,1,0,2,3,3,0,3,1
796,2014100504,"JAC","PIT","JAX","home","PIT","JAC",70,"2014-10-05",88,988,2788,1,0,4,0,1,"3",1,0,0,1,3,3,0,3,1
1260,2014100504,"JAC","PIT","JAX","home","PIT","JAC",92,"2014-10-05",685,685,2485,1,0,6,0,2,"1",29,1,0,1,3,3,3,0,1
1284,2014100504,"JAC","PIT","JAX","home","PIT","JAC",91,"2014-10-05",643,643,2443,1,0,6,0,2,"2",28,0,0,1,3,3,3,0,1
1449,2014100504,"JAC","PIT","JAX","home","PIT","JAC",80,"2014-10-05",475,475,2275,1,0,8,0,2,"1",10,0,0,1,3,3,3,0,0
1470,2014100504,"JAC","PIT","JAX","home","PIT","JAC",77,"2014-10-05",443,443,2243,1,0,8,0,2,"2",7,1,0,1,3,3,3,0,1
1499,2014100504,"JAC","PIT","JAX","home","PIT","JAC",77,"2014-10-05",439,439,2239,1,0,8,0,2,"3",7,1,0,1,3,3,3,0,1
1885,2014100504,"JAC","PIT","JAX","home","PIT","JAC",75,"2014-10-05",107,107,1907,1,0,10,0,2,"1",10,1,0,1,2,3,10,-7,1
1909,2014100504,"JAC","PIT","JAX","home","PIT","JAC",69,"2014-10-05",82,82,1882,1,0,10,0,2,"2",4,1,1,1,2,3,10,-7,1
1933,2014100504,"JAC","PIT","JAX","home","PIT","JAC",56,"2014-10-05",59,59,1859,1,0,10,0,2,"1",10,1,1,1,2,3,10,-7,1
1974,2014100504,"JAC","PIT","JAX","home","PIT","PIT",38,"2014-10-05",52,52,1852,1,0,10,0,2,"1",10,1,0,0,2,3,10,-7,1
1996,2014100504,"JAC","PIT","JAX","home","PIT","PIT",38,"2014-10-05",47,47,1847,1,0,10,0,2,"2",10,1,0,0,2,3,10,-7,1
2025,2014100504,"JAC","PIT","JAX","home","PIT","PIT",34,"2014-10-05",43,43,1843,1,0,10,0,2,"3",6,1,0,0,2,3,10,-7,1
2086,2014100504,"JAC","PIT","JAX","home","PIT","PIT",12,"2014-10-05",27,27,1827,1,0,10,0,2,"1",5,1,0,0,2,3,10,-7,1
2108,2014100504,"JAC","PIT","JAX","home","PIT","PIT",12,"2014-10-05",22,22,1822,1,0,10,0,2,"2",5,1,0,0,2,3,10,-7,1
2153,2014100504,"JAC","PIT","JAX","home","PIT","PIT",17,"2014-10-05",18,18,1818,1,0,10,0,2,"3",10,1,0,0,2,3,10,-7,1
2269,2014100504,"JAC","PIT","JAX","home","PIT","JAC",76,"2014-10-05",896,1796,1796,2,0,12,0,3,"1",10,1,0,3,3,6,10,-4,0
2290,2014100504,"JAC","PIT","JAX","home","PIT","JAC",76,"2014-10-05",856,1756,1756,2,0,12,0,3,"2",10,1,0,3,3,6,10,-4,1
2314,2014100504,"JAC","PIT","JAX","home","PIT","JAC",65,"2014-10-05",823,1723,1723,2,0,12,0,3,"1",10,1,1,3,3,6,10,-4,0
2335,2014100504,"JAC","PIT","JAX","home","PIT","JAC",59,"2014-10-05",798,1698,1698,2,0,12,0,3,"2",4,1,1,3,3,6,10,-4,0
2361,2014100504,"JAC","PIT","JAX","home","PIT","JAC",65,"2014-10-05",761,1661,1661,2,0,12,0,3,"3",10,1,0,3,3,6,10,-4,1
2732,2014100504,"JAC","PIT","JAX","home","PIT","JAC",86,"2014-10-05",393,1293,1293,2,0,14,0,3,"1",10,0,0,3,3,6,10,-4,0
2753,2014100504,"JAC","PIT","JAX","home","PIT","JAC",66,"2014-10-05",365,1265,1265,2,0,14,0,3,"1",10,0,1,3,3,6,10,-4,0
2774,2014100504,"JAC","PIT","JAX","home","PIT","JAC",60,"2014-10-05",324,1224,1224,2,0,14,0,3,"2",4,0,0,3,3,6,10,-4,1
2798,2014100504,"JAC","PIT","JAX","home","PIT","PIT",40,"2014-10-05",278,1178,1178,2,0,14,0,3,"1",10,1,1,3,3,6,10,-4,1
2849,2014100504,"JAC","PIT","JAX","home","PIT","PIT",25,"2014-10-05",267,1167,1167,2,0,14,0,3,"1",10,0,0,3,3,6,10,-4,1
2873,2014100504,"JAC","PIT","JAX","home","PIT","PIT",20,"2014-10-05",243,1143,1143,2,0,14,0,3,"2",5,0,0,3,3,6,10,-4,0
2894,2014100504,"JAC","PIT","JAX","home","PIT","PIT",18,"2014-10-05",205,1105,1105,2,0,14,0,3,"3",3,1,0,3,3,6,10,-4,1
3212,2014100504,"JAC","PIT","JAX","home","PIT","JAC",83,"2014-10-05",744,744,744,2,0,16,0,4,"1",10,1,0,3,3,9,10,-1,1
3240,2014100504,"JAC","PIT","JAX","home","PIT","JAC",85,"2014-10-05",700,700,700,2,0,16,1,4,"2",12,1,0,3,3,9,10,-1,1
3301,2014100504,"JAC","PIT","JAX","home","PIT","JAC",81,"2014-10-05",687,687,687,2,0,17,0,4,"1",10,0,0,3,3,9,16,-7,1
3325,2014100504,"JAC","PIT","JAX","home","PIT","JAC",69,"2014-10-05",654,654,654,2,0,17,0,4,"1",10,0,1,3,3,9,16,-7,0
3346,2014100504,"JAC","PIT","JAX","home","PIT","JAC",67,"2014-10-05",618,618,618,2,0,17,0,4,"2",8,0,1,3,3,9,16,-7,1
3372,2014100504,"JAC","PIT","JAX","home","PIT","JAC",67,"2014-10-05",614,614,614,2,0,17,0,4,"3",8,0,0,3,3,9,16,-7,1
3643,2014100504,"JAC","PIT","JAX","home","PIT","JAC",81,"2014-10-05",328,328,328,2,0,19,0,4,"1",10,1,0,3,2,9,16,-7,1
3673,2014100504,"JAC","PIT","JAX","home","PIT","JAC",75,"2014-10-05",296,296,296,2,0,19,0,4,"2",4,0,1,3,2,9,16,-7,0
3694,2014100504,"JAC","PIT","JAX","home","PIT","JAC",76,"2014-10-05",258,258,258,2,0,19,0,4,"3",5,1,0,3,2,9,16,-7,1
161,2014101203,"CLE","PIT","CLE","home","PIT","CLE",68,"2014-10-12",769,1669,3469,1,0,2,0,1,"1",10,0,0,3,3,0,0,0,1
183,2014101203,"CLE","PIT","CLE","home","PIT","CLE",68,"2014-10-12",762,1662,3462,1,0,2,0,1,"2",10,0,0,3,3,0,0,0,0
208,2014101203,"CLE","PIT","CLE","home","PIT","CLE",71,"2014-10-12",727,1627,3427,1,0,2,0,1,"3",13,1,0,3,3,0,0,0,1
513,2014101203,"CLE","PIT","CLE","home","PIT","CLE",80,"2014-10-12",309,1209,3009,1,0,4,0,1,"1",10,0,0,3,3,0,3,-3,0
542,2014101203,"CLE","PIT","CLE","home","PIT","CLE",82,"2014-10-12",274,1174,2974,1,0,4,0,1,"2",12,0,0,3,3,0,3,-3,0
567,2014101203,"CLE","PIT","CLE","home","PIT","CLE",78,"2014-10-12",230,1130,2930,1,0,4,0,1,"3",8,1,0,3,3,0,3,-3,1
880,2014101203,"CLE","PIT","CLE","home","PIT","CLE",68,"2014-10-12",816,816,2616,1,0,6,0,2,"1",10,0,0,3,2,0,3,-3,1
902,2014101203,"CLE","PIT","CLE","home","PIT","CLE",68,"2014-10-12",808,808,2608,1,0,6,0,2,"2",10,0,0,3,2,0,3,-3,0
927,2014101203,"CLE","PIT","CLE","home","PIT","CLE",64,"2014-10-12",771,771,2571,1,0,6,0,2,"3",6,1,0,3,2,0,3,-3,1
951,2014101203,"CLE","PIT","CLE","home","PIT","PIT",47,"2014-10-12",735,735,2535,1,0,6,0,2,"1",10,0,0,3,2,0,3,-3,1
975,2014101203,"CLE","PIT","CLE","home","PIT","PIT",5,"2014-10-12",709,709,2509,1,0,6,1,2,"1",5,0,1,3,2,0,3,-3,0
1168,2014101203,"CLE","PIT","CLE","home","PIT","CLE",60,"2014-10-12",643,643,2443,1,0,8,0,2,"1",10,0,0,3,2,7,3,4,0
1221,2014101203,"CLE","PIT","CLE","home","PIT","CLE",52,"2014-10-12",609,609,2409,1,0,8,0,2,"2",2,0,0,3,2,7,3,4,0
1242,2014101203,"CLE","PIT","CLE","home","PIT","CLE",51,"2014-10-12",580,580,2380,1,0,8,1,2,"3",1,0,1,3,2,7,3,4,1
1416,2014101203,"CLE","PIT","CLE","home","PIT","CLE",85,"2014-10-12",454,454,2254,1,0,10,0,2,"1",10,0,0,3,2,14,3,11,0
1441,2014101203,"CLE","PIT","CLE","home","PIT","CLE",74,"2014-10-12",438,438,2238,1,0,10,0,2,"1",10,0,1,3,2,14,3,11,1
1465,2014101203,"CLE","PIT","CLE","home","PIT","MID",50,"2014-10-12",417,417,2217,1,0,10,0,2,"1",10,0,1,3,2,14,3,11,0
1496,2014101203,"CLE","PIT","CLE","home","PIT","PIT",47,"2014-10-12",382,382,2182,1,0,10,0,2,"2",7,0,0,3,2,14,3,11,0
1521,2014101203,"CLE","PIT","CLE","home","PIT","PIT",31,"2014-10-12",346,346,2146,1,0,10,0,2,"1",10,0,0,3,2,14,3,11,0
1549,2014101203,"CLE","PIT","CLE","home","PIT","PIT",30,"2014-10-12",307,307,2107,1,0,10,0,2,"2",9,0,0,3,2,14,3,11,1
1578,2014101203,"CLE","PIT","CLE","home","PIT","PIT",30,"2014-10-12",303,303,2103,1,0,10,0,2,"3",9,1,0,3,2,14,3,11,1
1602,2014101203,"CLE","PIT","CLE","home","PIT","PIT",18,"2014-10-12",267,267,2067,1,0,10,0,2,"1",10,0,0,3,2,14,3,11,0
1623,2014101203,"CLE","PIT","CLE","home","PIT","PIT",16,"2014-10-12",239,239,2039,1,0,10,0,2,"2",8,0,1,3,2,14,3,11,0
1678,2014101203,"CLE","PIT","CLE","home","PIT","PIT",10,"2014-10-12",191,191,1991,1,0,10,0,2,"3",2,1,0,2,1,14,3,11,0
1699,2014101203,"CLE","PIT","CLE","home","PIT","PIT",8,"2014-10-12",151,151,1951,1,0,10,1,2,"1",8,0,0,2,1,14,3,11,0
1945,2014101203,"CLE","PIT","CLE","home","PIT","CLE",86,"2014-10-12",87,87,1887,1,0,12,0,2,"1",10,1,0,2,1,21,3,18,1
1967,2014101203,"CLE","PIT","CLE","home","PIT","CLE",86,"2014-10-12",83,83,1883,1,0,12,0,2,"2",10,1,0,2,1,21,3,18,0
1988,2014101203,"CLE","PIT","CLE","home","PIT","CLE",84,"2014-10-12",38,38,1838,1,0,12,0,2,"3",8,1,0,2,1,21,3,18,1
2192,2014101203,"CLE","PIT","CLE","home","PIT","CLE",80,"2014-10-12",900,1800,1800,2,0,14,0,3,"1",10,0,0,3,3,21,3,18,0
2217,2014101203,"CLE","PIT","CLE","home","PIT","CLE",72,"2014-10-12",867,1767,1767,2,0,14,0,3,"2",2,0,0,3,3,21,3,18,0
2242,2014101203,"CLE","PIT","CLE","home","PIT","CLE",69,"2014-10-12",820,1720,1720,2,0,14,0,3,"1",10,0,0,3,3,21,3,18,1
2266,2014101203,"CLE","PIT","CLE","home","PIT","PIT",38,"2014-10-12",786,1686,1686,2,0,14,0,3,"1",10,0,1,3,3,21,3,18,0
2287,2014101203,"CLE","PIT","CLE","home","PIT","PIT",36,"2014-10-12",757,1657,1657,2,0,14,0,3,"2",8,0,1,3,3,21,3,18,1
2309,2014101203,"CLE","PIT","CLE","home","PIT","PIT",36,"2014-10-12",751,1651,1651,2,0,14,0,3,"3",8,1,0,3,3,21,3,18,1
2647,2014101203,"CLE","PIT","CLE","home","PIT","CLE",80,"2014-10-12",375,1275,1275,2,0,16,0,3,"1",10,0,0,3,3,21,3,18,0
2673,2014101203,"CLE","PIT","CLE","home","PIT","CLE",56,"2014-10-12",346,1246,1246,2,0,16,0,3,"1",10,0,1,3,3,21,3,18,1
2701,2014101203,"CLE","PIT","CLE","home","PIT","PIT",25,"2014-10-12",302,1202,1202,2,0,16,0,3,"1",10,0,0,3,3,21,3,18,0
2729,2014101203,"CLE","PIT","CLE","home","PIT","PIT",31,"2014-10-12",258,1158,1158,2,0,16,0,3,"2",16,1,0,3,3,21,3,18,1
2753,2014101203,"CLE","PIT","CLE","home","PIT","PIT",22,"2014-10-12",214,1114,1114,2,0,16,0,3,"3",7,1,0,3,3,21,3,18,1
2927,2014101203,"CLE","PIT","CLE","home","PIT","PIT",39,"2014-10-12",124,1024,1024,2,0,18,0,3,"1",10,0,0,3,3,24,3,21,0
2948,2014101203,"CLE","PIT","CLE","home","PIT","PIT",37,"2014-10-12",84,984,984,2,0,18,0,3,"2",8,0,0,3,3,24,3,21,0
3012,2014101203,"CLE","PIT","CLE","home","PIT","PIT",24,"2014-10-12",43,943,943,2,0,18,0,3,"1",10,0,0,3,3,24,3,21,0
3053,2014101203,"CLE","PIT","CLE","home","PIT","PIT",12,"2014-10-12",900,900,900,2,0,18,0,4,"1",10,0,0,3,3,24,3,21,0
3074,2014101203,"CLE","PIT","CLE","home","PIT","PIT",9,"2014-10-12",858,858,858,2,0,18,0,4,"2",7,0,0,3,3,24,3,21,0
3128,2014101203,"CLE","PIT","CLE","home","PIT","PIT",2,"2014-10-12",809,809,809,2,0,18,0,4,"1",2,0,0,3,3,24,3,21,0
3149,2014101203,"CLE","PIT","CLE","home","PIT","PIT",1,"2014-10-12",770,770,770,2,0,18,1,4,"2",1,0,0,3,3,24,3,21,0
3290,2014101203,"CLE","PIT","CLE","home","PIT","CLE",74,"2014-10-12",718,718,718,2,0,20,0,4,"1",10,0,0,3,3,31,3,28,0
3311,2014101203,"CLE","PIT","CLE","home","PIT","CLE",70,"2014-10-12",679,679,679,2,0,20,0,4,"2",6,0,0,3,3,31,3,28,0
3696,2014101203,"CLE","PIT","CLE","home","PIT","CLE",91,"2014-10-12",406,406,406,2,0,22,0,4,"1",10,0,0,3,3,31,3,28,0
3717,2014101203,"CLE","PIT","CLE","home","PIT","CLE",89,"2014-10-12",364,364,364,2,0,22,0,4,"2",8,0,0,3,3,31,3,28,0
3738,2014101203,"CLE","PIT","CLE","home","PIT","CLE",78,"2014-10-12",323,323,323,2,0,22,0,4,"1",10,0,0,3,3,31,3,28,0
3759,2014101203,"CLE","PIT","CLE","home","PIT","CLE",76,"2014-10-12",281,281,281,2,0,22,0,4,"2",8,0,0,3,3,31,3,28,0
3780,2014101203,"CLE","PIT","CLE","home","PIT","CLE",75,"2014-10-12",235,235,235,2,0,22,0,4,"3",7,0,0,3,3,31,3,28,0
4012,2014101203,"CLE","PIT","CLE","home","PIT","PIT",41,"2014-10-12",153,153,153,2,0,24,0,4,"1",10,0,0,3,2,31,10,21,0
4050,2014101203,"CLE","PIT","CLE","home","PIT","PIT",45,"2014-10-12",120,120,120,2,0,24,0,4,"2",14,0,0,3,2,31,10,21,0
4088,2014101203,"CLE","PIT","CLE","home","PIT","PIT",43,"2014-10-12",115,115,115,2,0,24,0,4,"3",12,0,0,3,1,31,10,21,0
51,2014110210,"PIT","BAL","BAL","away","PIT","BAL",80,"2014-11-02",900,1800,3600,1,0,1,0,1,"1",10,0,0,3,3,0,0,0,0
72,2014110210,"PIT","BAL","BAL","away","PIT","BAL",82,"2014-11-02",872,1772,3572,1,0,1,0,1,"2",12,0,0,3,3,0,0,0,1
113,2014110210,"PIT","BAL","BAL","away","PIT","BAL",75,"2014-11-02",833,1733,3533,1,0,1,0,1,"3",5,1,0,2,3,0,0,0,1
137,2014110210,"PIT","BAL","BAL","away","PIT","BAL",63,"2014-11-02",799,1699,3499,1,0,1,0,1,"1",10,0,0,2,3,0,0,0,1
161,2014110210,"PIT","BAL","BAL","away","PIT","PIT",49,"2014-11-02",764,1664,3464,1,0,1,0,1,"1",10,0,0,2,3,0,0,0,0
182,2014110210,"PIT","BAL","BAL","away","PIT","PIT",43,"2014-11-02",722,1622,3422,1,0,1,0,1,"2",4,0,0,2,3,0,0,0,0
203,2014110210,"PIT","BAL","BAL","away","PIT","PIT",42,"2014-11-02",680,1580,3380,1,0,1,0,1,"3",3,1,0,2,3,0,0,0,1
344,2014110210,"PIT","BAL","BAL","away","PIT","PIT",35,"2014-11-02",587,1487,3287,1,0,3,1,1,"1",10,0,0,2,3,0,0,0,1
489,2014110210,"PIT","BAL","BAL","away","PIT","BAL",59,"2014-11-02",514,1414,3214,1,0,5,0,1,"1",10,0,0,2,3,7,0,7,1
515,2014110210,"PIT","BAL","BAL","away","PIT","BAL",59,"2014-11-02",509,1409,3209,1,0,5,0,1,"2",10,0,0,2,3,7,0,7,0
536,2014110210,"PIT","BAL","BAL","away","PIT","BAL",51,"2014-11-02",472,1372,3172,1,0,5,0,1,"3",2,0,0,2,3,7,0,7,1
699,2014110210,"PIT","BAL","BAL","away","PIT","BAL",72,"2014-11-02",305,1205,3005,1,0,7,0,1,"1",10,0,0,2,3,7,0,7,0
720,2014110210,"PIT","BAL","BAL","away","PIT","BAL",70,"2014-11-02",274,1174,2974,1,0,7,0,1,"2",8,0,0,2,3,7,0,7,1
744,2014110210,"PIT","BAL","BAL","away","PIT","BAL",58,"2014-11-02",240,1140,2940,1,0,7,0,1,"1",10,0,0,2,3,7,0,7,0
768,2014110210,"PIT","BAL","BAL","away","PIT","BAL",55,"2014-11-02",221,1121,2921,1,0,7,0,1,"2",7,0,0,2,3,7,0,7,1
794,2014110210,"PIT","BAL","BAL","away","PIT","BAL",55,"2014-11-02",217,1117,2917,1,0,7,0,1,"3",7,1,0,2,3,7,0,7,1
1098,2014110210,"PIT","BAL","BAL","away","PIT","BAL",70,"2014-11-02",684,684,2484,1,0,9,0,2,"1",10,0,0,2,3,7,0,7,0
1120,2014110210,"PIT","BAL","BAL","away","PIT","BAL",68,"2014-11-02",648,648,2448,1,0,9,0,2,"2",8,0,0,2,3,7,0,7,0
1141,2014110210,"PIT","BAL","BAL","away","PIT","BAL",56,"2014-11-02",612,612,2412,1,0,9,0,2,"1",10,0,0,2,3,7,0,7,0
1162,2014110210,"PIT","BAL","BAL","away","PIT","BAL",51,"2014-11-02",565,565,2365,1,0,9,0,2,"2",5,0,0,2,3,7,0,7,0
1410,2014110210,"PIT","BAL","BAL","away","PIT","PIT",48,"2014-11-02",427,427,2227,1,0,11,0,2,"1",10,0,0,2,3,7,7,0,1
1553,2014110210,"PIT","BAL","BAL","away","PIT","BAL",77,"2014-11-02",319,319,2119,1,0,13,0,2,"1",10,0,0,2,3,7,14,-7,1
1577,2014110210,"PIT","BAL","BAL","away","PIT","BAL",65,"2014-11-02",287,287,2087,1,0,13,0,2,"1",10,0,0,2,3,7,14,-7,1
1601,2014110210,"PIT","BAL","BAL","away","PIT","BAL",56,"2014-11-02",254,254,2054,1,0,13,0,2,"2",1,0,0,2,3,7,14,-7,0
1622,2014110210,"PIT","BAL","BAL","away","PIT","BAL",56,"2014-11-02",210,210,2010,1,0,13,0,2,"3",1,0,0,2,3,7,14,-7,0
1688,2014110210,"PIT","BAL","BAL","away","PIT","BAL",54,"2014-11-02",156,156,1956,1,0,13,0,2,"1",10,0,0,2,2,7,14,-7,1
1717,2014110210,"PIT","BAL","BAL","away","PIT","PIT",30,"2014-11-02",129,129,1929,1,0,13,0,2,"1",10,0,0,2,2,7,14,-7,1
1761,2014110210,"PIT","BAL","BAL","away","PIT","PIT",28,"2014-11-02",119,119,1919,1,0,13,0,2,"2",8,0,0,2,2,7,14,-7,1
1804,2014110210,"PIT","BAL","BAL","away","PIT","PIT",28,"2014-11-02",115,115,1915,1,0,13,0,2,"3",8,1,0,1,2,7,14,-7,1
2047,2014110210,"PIT","BAL","BAL","away","PIT","BAL",72,"2014-11-02",47,47,1847,1,0,15,0,2,"1",10,1,0,1,1,10,22,-12,1
2073,2014110210,"PIT","BAL","BAL","away","PIT","BAL",72,"2014-11-02",43,43,1843,1,0,15,0,2,"2",10,1,0,1,1,10,22,-12,1
2109,2014110210,"PIT","BAL","BAL","away","PIT","BAL",81,"2014-11-02",22,22,1822,1,0,15,0,2,"3",19,0,0,1,0,10,22,-12,0
2359,2014110210,"PIT","BAL","BAL","away","PIT","BAL",76,"2014-11-02",742,1642,1642,2,0,17,0,3,"1",10,0,0,3,2,10,22,-12,1
2383,2014110210,"PIT","BAL","BAL","away","PIT","BAL",78,"2014-11-02",706,1606,1606,2,0,17,0,3,"2",12,0,0,3,2,10,22,-12,1
2407,2014110210,"PIT","BAL","BAL","away","PIT","BAL",70,"2014-11-02",668,1568,1568,2,0,17,0,3,"3",4,0,0,3,2,10,22,-12,1
2436,2014110210,"PIT","BAL","BAL","away","PIT","BAL",57,"2014-11-02",642,1542,1542,2,0,17,0,3,"1",10,0,0,3,2,10,22,-12,0
2457,2014110210,"PIT","BAL","BAL","away","PIT","BAL",55,"2014-11-02",606,1506,1506,2,0,17,0,3,"2",8,0,0,3,2,10,22,-12,1
2481,2014110210,"PIT","BAL","BAL","away","PIT","PIT",45,"2014-11-02",573,1473,1473,2,0,17,0,3,"1",10,0,0,3,2,10,22,-12,0
2502,2014110210,"PIT","BAL","BAL","away","PIT","PIT",39,"2014-11-02",542,1442,1442,2,0,17,0,3,"2",4,0,0,3,2,10,22,-12,0
2523,2014110210,"PIT","BAL","BAL","away","PIT","PIT",38,"2014-11-02",504,1404,1404,2,0,17,0,3,"3",3,0,0,3,2,10,22,-12,1
2813,2014110210,"PIT","BAL","BAL","away","PIT","BAL",80,"2014-11-02",338,1238,1238,2,0,19,0,3,"1",10,0,0,3,1,10,22,-12,1
2845,2014110210,"PIT","BAL","BAL","away","PIT","BAL",73,"2014-11-02",310,1210,1210,2,0,19,0,3,"2",3,0,0,3,1,10,22,-12,1
2906,2014110210,"PIT","BAL","BAL","away","PIT","BAL",75,"2014-11-02",274,1174,1174,2,0,19,0,3,"1",20,0,0,3,1,10,22,-12,1
2930,2014110210,"PIT","BAL","BAL","away","PIT","BAL",63,"2014-11-02",243,1143,1143,2,0,19,0,3,"2",8,0,0,3,1,10,22,-12,1
2954,2014110210,"PIT","BAL","BAL","away","PIT","BAL",59,"2014-11-02",210,1110,1110,2,0,19,0,3,"3",4,0,0,3,1,10,22,-12,1
3634,2014110210,"PIT","BAL","BAL","away","PIT","BAL",76,"2014-11-02",566,566,566,2,0,23,0,4,"1",10,1,0,2,1,17,36,-19,1
3663,2014110210,"PIT","BAL","BAL","away","PIT","BAL",65,"2014-11-02",532,532,532,2,0,23,0,4,"1",10,1,0,2,1,17,36,-19,1
3689,2014110210,"PIT","BAL","BAL","away","PIT","BAL",65,"2014-11-02",528,528,528,2,0,23,0,4,"2",10,1,0,2,1,17,36,-19,1
3713,2014110210,"PIT","BAL","BAL","away","PIT","BAL",64,"2014-11-02",486,486,486,2,0,23,0,4,"3",9,1,0,2,1,17,36,-19,1
3822,2014110210,"PIT","BAL","BAL","away","PIT","PIT",33,"2014-11-02",333,333,333,2,0,25,0,4,"1",10,1,0,2,1,17,36,-19,1
3848,2014110210,"PIT","BAL","BAL","away","PIT","PIT",33,"2014-11-02",327,327,327,2,0,25,0,4,"2",10,1,0,2,1,17,36,-19,1
3872,2014110210,"PIT","BAL","BAL","away","PIT","PIT",25,"2014-11-02",295,295,295,2,0,25,0,4,"3",2,1,0,2,1,17,36,-19,1
3922,2014110210,"PIT","BAL","BAL","away","PIT","PIT",20,"2014-11-02",263,263,263,2,0,25,0,4,"1",10,1,0,2,1,17,36,-19,1
3948,2014110210,"PIT","BAL","BAL","away","PIT","PIT",20,"2014-11-02",255,255,255,2,0,25,0,4,"2",10,1,0,2,1,17,36,-19,1
3970,2014110210,"PIT","BAL","BAL","away","PIT","PIT",20,"2014-11-02",250,250,250,2,0,25,0,4,"3",10,1,0,2,1,17,36,-19,1
3994,2014110210,"PIT","BAL","BAL","away","PIT","PIT",3,"2014-11-02",216,216,216,2,0,25,0,4,"1",3,0,0,2,1,17,36,-19,0
4048,2014110210,"PIT","BAL","BAL","away","PIT","PIT",1,"2014-11-02",182,182,182,2,0,25,1,4,"1",1,0,0,2,1,17,36,-19,1
4348,2014110210,"PIT","BAL","BAL","away","PIT","BAL",80,"2014-11-02",111,111,111,2,0,27,0,4,"1",10,1,0,1,1,23,43,-20,1
4383,2014110210,"PIT","BAL","BAL","away","PIT","BAL",75,"2014-11-02",88,88,88,2,0,27,0,4,"2",5,1,1,1,1,23,43,-20,1
4407,2014110210,"PIT","BAL","BAL","away","PIT","BAL",69,"2014-11-02",67,67,67,2,0,27,0,4,"1",10,1,1,1,1,23,43,-20,1
4431,2014110210,"PIT","BAL","BAL","away","PIT","BAL",57,"2014-11-02",38,38,38,2,0,27,0,4,"1",10,1,1,1,1,23,43,-20,1
4472,2014110210,"PIT","BAL","BAL","away","PIT","PIT",40,"2014-11-02",27,27,27,2,0,27,0,4,"1",10,1,0,0,1,23,43,-20,1
4498,2014110210,"PIT","BAL","BAL","away","PIT","PIT",40,"2014-11-02",23,23,23,2,0,27,0,4,"2",10,1,0,0,1,23,43,-20,1
4544,2014110210,"PIT","BAL","BAL","away","PIT","PIT",27,"2014-11-02",2,2,2,2,0,27,0,4,"2",10,1,0,0,1,23,43,-20,1
242,2014113006,"PIT","NO","NO","away","PIT","NO",86,"2014-11-30",704,1604,3404,1,0,2,0,1,"1",10,1,0,3,3,0,0,0,1
299,2014113006,"PIT","NO","NO","away","PIT","NO",83,"2014-11-30",672,1572,3372,1,0,2,0,1,"1",20,0,0,3,3,0,0,0,0
320,2014113006,"PIT","NO","NO","away","PIT","NO",78,"2014-11-30",637,1537,3337,1,0,2,0,1,"2",15,1,0,3,3,0,0,0,1
344,2014113006,"PIT","NO","NO","away","PIT","NO",73,"2014-11-30",594,1494,3294,1,0,2,0,1,"3",10,1,0,3,3,0,0,0,1
