"play_id","game_id","home_team","away_team","posteam","posteam_type","defteam","side_of_field","yardline_100","game_date","quarter_seconds_remaining","half_seconds_remaining","game_seconds_remaining","game_half","quarter_end","drive","sp","qtr","down","ydstogo","shotgun","no_huddle","posteam_timeouts_remaining","defteam_timeouts_remaining","posteam_score","defteam_score","score_differential","play_type"
80,2009092701,"CIN","PIT","CIN","home","PIT","CIN",54,"2009-09-27",893,1793,3593,1,0,1,0,1,"1",15,0,0,3,3,0,0,0,0
101,2009092701,"CIN","PIT","CIN","home","PIT","CIN",53,"2009-09-27",858,1758,3558,1,0,1,0,1,"2",14,0,0,3,3,0,0,0,0
122,2009092701,"CIN","PIT","CIN","home","PIT","CIN",54,"2009-09-27",815,1715,3515,1,0,1,0,1,"3",15,1,0,3,3,0,0,0,1
484,2009092701,"CIN","PIT","CIN","home","PIT","CIN",78,"2009-09-27",408,1308,3108,1,0,3,0,1,"1",10,0,0,3,2,0,3,-3,1
541,2009092701,"CIN","PIT","CIN","home","PIT","CIN",83,"2009-09-27",384,1284,3084,1,0,3,0,1,"2",15,0,0,3,2,0,3,-3,0
562,2009092701,"CIN","PIT","CIN","home","PIT","CIN",83,"2009-09-27",345,1245,3045,1,0,3,0,1,"3",15,1,0,3,2,0,3,-3,1
823,2009092701,"CIN","PIT","CIN","home","PIT","CIN",78,"2009-09-27",55,955,2755,1,0,5,0,1,"1",10,0,0,3,2,0,10,-10,0
844,2009092701,"CIN","PIT","CIN","home","PIT","CIN",78,"2009-09-27",13,913,2713,1,0,5,0,1,"2",10,0,0,3,2,0,10,-10,1
879,2009092701,"CIN","PIT","CIN","home","PIT","CIN",88,"2009-09-27",900,900,2700,1,0,5,0,2,"3",20,1,0,3,2,0,10,-10,1
1071,2009092701,"CIN","PIT","CIN","home","PIT","CIN",90,"2009-09-27",759,759,2559,1,0,7,0,2,"1",10,0,0,3,2,0,13,-13,1
1095,2009092701,"CIN","PIT","CIN","home","PIT","CIN",81,"2009-09-27",726,726,2526,1,0,7,0,2,"2",1,0,0,3,2,0,13,-13,1
1119,2009092701,"CIN","PIT","CIN","home","PIT","CIN",74,"2009-09-27",687,687,2487,1,0,7,0,2,"1",10,0,0,3,2,0,13,-13,0
1140,2009092701,"CIN","PIT","CIN","home","PIT","CIN",72,"2009-09-27",644,644,2444,1,0,7,0,2,"2",8,0,0,3,2,0,13,-13,0
1161,2009092701,"CIN","PIT","CIN","home","PIT","CIN",65,"2009-09-27",602,602,2402,1,0,7,0,2,"3",1,0,0,3,2,0,13,-13,0
1182,2009092701,"CIN","PIT","CIN","home","PIT","CIN",63,"2009-09-27",565,565,2365,1,0,7,0,2,"1",10,0,0,3,2,0,13,-13,0
1203,2009092701,"CIN","PIT","CIN","home","PIT","CIN",61,"2009-09-27",525,525,2325,1,0,7,0,2,"2",8,1,0,3,2,0,13,-13,1
1225,2009092701,"CIN","PIT","CIN","home","PIT","CIN",61,"2009-09-27",520,520,2320,1,0,7,0,2,"3",8,1,0,3,2,0,13,-13,1
1249,2009092701,"CIN","PIT","CIN","home","PIT","PIT",40,"2009-09-27",478,478,2278,1,0,7,0,2,"1",10,0,0,3,2,0,13,-13,0
1302,2009092701,"CIN","PIT","CIN","home","PIT","PIT",43,"2009-09-27",417,417,2217,1,0,7,0,2,"2",13,1,0,3,2,0,13,-13,1
1324,2009092701,"CIN","PIT","CIN","home","PIT","PIT",43,"2009-09-27",412,412,2212,1,0,7,0,2,"3",13,1,0,3,2,0,13,-13,1
1705,2009092701,"CIN","PIT","CIN","home","PIT","CIN",65,"2009-09-27",66,66,1866,1,0,9,0,2,"1",10,1,0,3,0,0,13,-13,1
1746,2009092701,"CIN","PIT","CIN","home","PIT","PIT",46,"2009-09-27",59,59,1859,1,0,9,0,2,"1",10,1,0,2,0,0,13,-13,1
1770,2009092701,"CIN","PIT","CIN","home","PIT","PIT",38,"2009-09-27",38,38,1838,1,0,9,0,2,"2",2,0,0,2,0,0,13,-13,1
1848,2009092701,"CIN","PIT","CIN","home","PIT","PIT",27,"2009-09-27",29,29,1829,1,0,9,0,2,"1",10,1,0,1,0,0,13,-13,1
1872,2009092701,"CIN","PIT","CIN","home","PIT","PIT",16,"2009-09-27",11,11,1811,1,0,9,0,2,"1",10,0,0,1,0,0,13,-13,1
1894,2009092701,"CIN","PIT","CIN","home","PIT","PIT",16,"2009-09-27",7,7,1807,1,0,9,0,2,"2",10,1,0,1,0,0,13,-13,1
2190,2009092701,"CIN","PIT","CIN","home","PIT","CIN",58,"2009-09-27",708,1608,1608,2,0,12,0,3,"1",10,0,0,3,3,9,13,-4,0
2211,2009092701,"CIN","PIT","CIN","home","PIT","CIN",56,"2009-09-27",673,1573,1573,2,0,12,0,3,"2",8,0,0,3,3,9,13,-4,0
2232,2009092701,"CIN","PIT","CIN","home","PIT","PIT",49,"2009-09-27",633,1533,1533,2,0,12,0,3,"3",1,0,0,3,3,9,13,-4,1
2608,2009092701,"CIN","PIT","CIN","home","PIT","CIN",69,"2009-09-27",174,1074,1074,2,0,14,0,3,"1",10,0,0,3,3,9,20,-11,1
2632,2009092701,"CIN","PIT","CIN","home","PIT","CIN",66,"2009-09-27",131,1031,1031,2,0,14,0,3,"2",7,1,0,3,3,9,20,-11,1
2658,2009092701,"CIN","PIT","CIN","home","PIT","CIN",66,"2009-09-27",128,1028,1028,2,0,14,0,3,"3",7,1,0,3,3,9,20,-11,1
2711,2009092701,"CIN","PIT","CIN","home","PIT","PIT",41,"2009-09-27",46,946,946,2,0,14,0,3,"1",10,0,0,3,3,9,20,-11,0
2732,2009092701,"CIN","PIT","CIN","home","PIT","PIT",32,"2009-09-27",9,909,909,2,0,14,0,3,"2",1,0,0,3,3,9,20,-11,0
2769,2009092701,"CIN","PIT","CIN","home","PIT","PIT",34,"2009-09-27",900,900,900,2,0,14,0,4,"3",3,1,0,3,3,9,20,-11,1
2912,2009092701,"CIN","PIT","CIN","home","PIT","CIN",85,"2009-09-27",765,765,765,2,0,16,0,4,"1",10,1,0,3,3,9,20,-11,1
2936,2009092701,"CIN","PIT","CIN","home","PIT","CIN",71,"2009-09-27",733,733,733,2,0,16,0,4,"1",10,1,0,3,3,9,20,-11,1
2993,2009092701,"CIN","PIT","CIN","home","PIT","PIT",40,"2009-09-27",683,683,683,2,0,16,0,4,"1",10,0,0,3,3,9,20,-11,0
3014,2009092701,"CIN","PIT","CIN","home","PIT","PIT",32,"2009-09-27",646,646,646,2,0,16,0,4,"2",2,1,0,3,3,9,20,-11,1
3033,2009092701,"CIN","PIT","CIN","home","PIT","PIT",32,"2009-09-27",606,606,606,2,0,16,0,4,"3",2,1,0,3,3,9,20,-11,1
3057,2009092701,"CIN","PIT","CIN","home","PIT","PIT",23,"2009-09-27",560,560,560,2,0,16,1,4,"1",10,0,0,3,3,9,20,-11,0
3278,2009092701,"CIN","PIT","CIN","home","PIT","CIN",71,"2009-09-27",314,314,314,2,0,18,0,4,"1",10,0,0,3,3,15,20,-5,0
3299,2009092701,"CIN","PIT","CIN","home","PIT","CIN",68,"2009-09-27",274,274,274,2,0,18,0,4,"2",7,1,0,3,3,15,20,-5,1
3323,2009092701,"CIN","PIT","CIN","home","PIT","CIN",51,"2009-09-27",230,230,230,2,0,18,0,4,"1",10,1,0,3,3,15,20,-5,1
3347,2009092701,"CIN","PIT","CIN","home","PIT","PIT",46,"2009-09-27",185,185,185,2,0,18,0,4,"2",5,0,0,3,3,15,20,-5,0
3368,2009092701,"CIN","PIT","CIN","home","PIT","PIT",38,"2009-09-27",146,146,146,2,0,18,0,4,"1",10,1,0,3,3,15,20,-5,1
3409,2009092701,"CIN","PIT","CIN","home","PIT","PIT",29,"2009-09-27",120,120,120,2,0,18,0,4,"2",1,0,0,3,3,15,20,-5,0
3430,2009092701,"CIN","PIT","CIN","home","PIT","PIT",28,"2009-09-27",80,80,80,2,0,18,0,4,"1",10,1,0,3,3,15,20,-5,1
3452,2009092701,"CIN","PIT","CIN","home","PIT","PIT",28,"2009-09-27",75,75,75,2,0,18,0,4,"2",10,1,0,3,3,15,20,-5,1
3493,2009092701,"CIN","PIT","CIN","home","PIT","PIT",20,"2009-09-27",65,65,65,2,0,18,0,4,"3",2,1,0,2,3,15,20,-5,1
3582,2009092701,"CIN","PIT","CIN","home","PIT","PIT",15,"2009-09-27",47,47,47,2,0,18,0,4,"2",10,1,0,2,2,15,20,-5,1
3604,2009092701,"CIN","PIT","CIN","home","PIT","PIT",15,"2009-09-27",42,42,42,2,0,18,0,4,"3",10,1,0,2,2,15,20,-5,1
3710,2009092701,"CIN","PIT","CIN","home","PIT","PIT",4,"2009-09-27",18,18,18,2,0,18,1,4,"2",4,1,0,1,1,15,20,-5,1
236,2009100412,"PIT","SD","LAC","away","PIT","SD",67,"2009-10-04",703,1603,3403,1,0,2,0,1,"1",10,0,0,3,3,0,7,-7,1
260,2009100412,"PIT","SD","LAC","away","PIT","SD",68,"2009-10-04",662,1562,3362,1,0,2,0,1,"2",11,0,0,3,3,0,7,-7,1
293,2009100412,"PIT","SD","LAC","away","PIT","SD",68,"2009-10-04",655,1555,3355,1,0,2,0,1,"3",11,1,0,3,3,0,7,-7,1
670,2009100412,"PIT","SD","LAC","away","PIT","SD",69,"2009-10-04",242,1142,2942,1,0,4,0,1,"1",10,0,0,3,3,0,14,-14,0
691,2009100412,"PIT","SD","LAC","away","PIT","SD",67,"2009-10-04",202,1102,2902,1,0,4,0,1,"2",8,1,0,3,3,0,14,-14,1
718,2009100412,"PIT","SD","LAC","away","PIT","SD",52,"2009-10-04",175,1075,2875,1,0,4,0,1,"1",10,0,0,3,3,0,14,-14,0
739,2009100412,"PIT","SD","LAC","away","PIT","SD",51,"2009-10-04",138,1038,2838,1,0,4,0,1,"2",9,1,0,3,3,0,14,-14,0
760,2009100412,"PIT","SD","LAC","away","PIT","SD",50,"2009-10-04",94,994,2794,1,0,4,0,1,"3",8,1,0,3,3,0,14,-14,1
1073,2009100412,"PIT","SD","LAC","away","PIT","SD",90,"2009-10-04",580,580,2380,1,0,6,0,2,"1",10,0,0,3,3,0,14,-14,0
1099,2009100412,"PIT","SD","LAC","away","PIT","SD",85,"2009-10-04",554,554,2354,1,0,6,0,2,"2",5,0,0,3,3,0,14,-14,1
1128,2009100412,"PIT","SD","LAC","away","PIT","SD",70,"2009-10-04",523,523,2323,1,0,6,0,2,"1",10,1,0,3,3,0,14,-14,1
1154,2009100412,"PIT","SD","LAC","away","PIT","SD",70,"2009-10-04",519,519,2319,1,0,6,0,2,"2",10,1,0,3,3,0,14,-14,1
1178,2009100412,"PIT","SD","LAC","away","PIT","SD",58,"2009-10-04",481,481,2281,1,0,6,0,2,"1",10,0,0,3,3,0,14,-14,1
1204,2009100412,"PIT","SD","LAC","away","PIT","SD",58,"2009-10-04",475,475,2275,1,0,6,0,2,"2",10,0,0,3,3,0,14,-14,1
1226,2009100412,"PIT","SD","LAC","away","PIT","SD",58,"2009-10-04",471,471,2271,1,0,6,0,2,"3",10,1,0,3,3,0,14,-14,1
1722,2009100412,"PIT","SD","LAC","away","PIT","SD",84,"2009-10-04",84,84,1884,1,0,8,0,2,"1",10,1,0,2,2,0,21,-21,1
1746,2009100412,"PIT","SD","LAC","away","PIT","SD",68,"2009-10-04",52,52,1852,1,0,8,0,2,"1",10,1,1,2,2,0,21,-21,1
1772,2009100412,"PIT","SD","LAC","away","PIT","SD",68,"2009-10-04",47,47,1847,1,0,8,0,2,"2",10,1,0,2,2,0,21,-21,1
1796,2009100412,"PIT","SD","LAC","away","PIT","SD",60,"2009-10-04",42,42,1842,1,0,8,0,2,"3",2,1,0,2,2,0,21,-21,1
1896,2009100412,"PIT","SD","LAC","away","PIT","SD",72,"2009-10-04",894,1794,1794,2,0,10,0,3,"1",10,0,0,3,3,0,21,-21,1
1920,2009100412,"PIT","SD","LAC","away","PIT","SD",55,"2009-10-04",863,1763,1763,2,0,10,0,3,"1",10,0,0,3,3,0,21,-21,0
1941,2009100412,"PIT","SD","LAC","away","PIT","SD",53,"2009-10-04",826,1726,1726,2,0,10,0,3,"2",8,1,0,3,3,0,21,-21,1
1965,2009100412,"PIT","SD","LAC","away","PIT","PIT",50,"2009-10-04",786,1686,1686,2,0,10,0,3,"3",5,1,0,3,3,0,21,-21,1
2237,2009100412,"PIT","SD","LAC","away","PIT","SD",79,"2009-10-04",460,1360,1360,2,0,12,0,3,"1",10,1,0,3,3,0,28,-28,1
2266,2009100412,"PIT","SD","LAC","away","PIT","SD",67,"2009-10-04",437,1337,1337,2,0,12,0,3,"1",10,1,0,3,3,0,28,-28,1
2290,2009100412,"PIT","SD","LAC","away","PIT","SD",54,"2009-10-04",401,1301,1301,2,0,12,0,3,"1",10,1,1,3,3,0,28,-28,1
2323,2009100412,"PIT","SD","LAC","away","PIT","SD",54,"2009-10-04",396,1296,1296,2,0,12,0,3,"2",10,0,0,3,3,0,28,-28,0
2344,2009100412,"PIT","SD","LAC","away","PIT","SD",52,"2009-10-04",363,1263,1263,2,0,12,0,3,"3",8,1,1,3,3,0,28,-28,1
2368,2009100412,"PIT","SD","LAC","away","PIT","PIT",26,"2009-10-04",325,1225,1225,2,0,12,0,3,"1",10,1,1,3,3,0,28,-28,1
2387,2009100412,"PIT","SD","LAC","away","PIT","PIT",31,"2009-10-04",291,1191,1191,2,0,12,0,3,"2",15,1,0,3,3,0,28,-28,1
2413,2009100412,"PIT","SD","LAC","away","PIT","PIT",31,"2009-10-04",286,1186,1186,2,0,12,0,3,"3",15,1,0,3,3,0,28,-28,1
2437,2009100412,"PIT","SD","LAC","away","PIT","PIT",15,"2009-10-04",251,1151,1151,2,0,12,0,3,"1",10,1,1,3,3,0,28,-28,1
2484,2009100412,"PIT","SD","LAC","away","PIT","PIT",6,"2009-10-04",187,1087,1087,2,0,12,0,3,"2",1,0,0,3,3,0,28,-28,0
2505,2009100412,"PIT","SD","LAC","away","PIT","PIT",2,"2009-10-04",148,1048,1048,2,0,12,0,3,"1",2,0,0,3,3,0,28,-28,1
2527,2009100412,"PIT","SD","LAC","away","PIT","PIT",2,"2009-10-04",140,1040,1040,2,0,12,0,3,"2",2,0,0,3,3,0,28,-28,0
2552,2009100412,"PIT","SD","LAC","away","PIT","PIT",3,"2009-10-04",100,1000,1000,2,0,12,1,3,"3",3,1,0,3,3,0,28,-28,1
2856,2009100412,"PIT","SD","LAC","away","PIT","SD",80,"2009-10-04",819,819,819,2,0,14,0,4,"1",10,1,0,3,3,7,28,-21,1
2875,2009100412,"PIT","SD","LAC","away","PIT","SD",89,"2009-10-04",790,790,790,2,0,14,0,4,"2",19,1,0,3,3,7,28,-21,1
2897,2009100412,"PIT","SD","LAC","away","PIT","SD",89,"2009-10-04",784,784,784,2,0,14,0,4,"3",19,1,0,3,3,7,28,-21,1
3254,2009100412,"PIT","SD","LAC","away","PIT","SD",67,"2009-10-04",432,432,432,2,0,16,0,4,"1",10,1,0,3,2,13,35,-22,1
3278,2009100412,"PIT","SD","LAC","away","PIT","SD",59,"2009-10-04",409,409,409,2,0,16,0,4,"2",2,1,1,3,2,13,35,-22,1
3302,2009100412,"PIT","SD","LAC","away","PIT","PIT",43,"2009-10-04",383,383,383,2,0,16,0,4,"1",10,1,1,3,2,13,35,-22,1
3326,2009100412,"PIT","SD","LAC","away","PIT","PIT",30,"2009-10-04",357,357,357,2,0,16,1,4,"1",10,1,1,3,2,13,35,-22,1
3382,2009100412,"PIT","SD","LAC","away","PIT","SD",54,"2009-10-04",344,344,344,2,0,17,0,4,"1",10,0,0,3,2,20,35,-15,1
3406,2009100412,"PIT","SD","LAC","away","PIT","PIT",48,"2009-10-04",316,316,316,2,0,17,0,4,"2",4,1,1,3,2,20,35,-15,1
3470,2009100412,"PIT","SD","LAC","away","PIT","PIT",13,"2009-10-04",279,279,279,2,0,17,1,4,"1",10,0,0,3,2,20,35,-15,1
3947,2009100412,"PIT","SD","LAC","away","PIT","PIT",49,"2009-10-04",34,34,34,2,0,19,0,4,"1",10,1,0,0,0,27,38,-11,1
214,2009101805,"PIT","CLE","CLE","away","PIT","CLE",80,"2009-10-18",714,1614,3414,1,0,2,0,1,"1",10,1,0,3,3,0,0,0,0
235,2009101805,"PIT","CLE","CLE","away","PIT","CLE",62,"2009-10-18",686,1586,3386,1,0,2,0,1,"1",10,0,0,3,3,0,0,0,0
299,2009101805,"PIT","CLE","CLE","away","PIT","CLE",60,"2009-10-18",625,1525,3325,1,0,2,0,1,"2",8,1,0,3,3,0,0,0,0
324,2009101805,"PIT","CLE","CLE","away","PIT","CLE",55,"2009-10-18",582,1482,3282,1,0,2,0,1,"3",3,1,0,3,3,0,0,0,1
505,2009101805,"PIT","CLE","CLE","away","PIT","CLE",52,"2009-10-18",433,1333,3133,1,0,4,0,1,"1",10,0,0,3,3,0,0,0,1
531,2009101805,"PIT","CLE","CLE","away","PIT","CLE",52,"2009-10-18",428,1328,3128,1,0,4,0,1,"2",10,0,0,3,3,0,0,0,0
552,2009101805,"PIT","CLE","CLE","away","PIT","CLE",52,"2009-10-18",385,1285,3085,1,0,4,0,1,"3",10,1,0,3,3,0,0,0,1
701,2009101805,"PIT","CLE","CLE","away","PIT","PIT",39,"2009-10-18",251,1151,2951,1,0,6,0,1,"1",10,1,0,3,3,0,0,0,0
732,2009101805,"PIT","CLE","CLE","away","PIT","PIT",36,"2009-10-18",218,1118,2918,1,0,6,0,1,"2",7,1,0,3,3,0,0,0,0
766,2009101805,"PIT","CLE","CLE","away","PIT","PIT",29,"2009-10-18",182,1082,2882,1,0,6,0,1,"1",10,1,0,3,3,0,0,0,0
792,2009101805,"PIT","CLE","CLE","away","PIT","PIT",25,"2009-10-18",150,1050,2850,1,0,6,0,1,"2",6,1,0,3,3,0,0,0,0
817,2009101805,"PIT","CLE","CLE","away","PIT","PIT",25,"2009-10-18",132,1032,2832,1,0,6,0,1,"3",6,1,0,3,3,0,0,0,0
843,2009101805,"PIT","CLE","CLE","away","PIT","PIT",14,"2009-10-18",69,969,2769,1,0,6,0,1,"1",10,0,0,3,3,0,0,0,1
869,2009101805,"PIT","CLE","CLE","away","PIT","PIT",14,"2009-10-18",65,965,2765,1,0,6,0,1,"2",10,1,0,3,3,0,0,0,1
1172,2009101805,"PIT","CLE","CLE","away","PIT","CLE",72,"2009-10-18",680,680,2480,1,0,8,0,2,"1",10,0,0,3,3,0,7,-7,0
1197,2009101805,"PIT","CLE","CLE","away","PIT","CLE",73,"2009-10-18",644,644,2444,1,0,8,0,2,"2",11,0,0,3,3,0,7,-7,1
1221,2009101805,"PIT","CLE","CLE","away","PIT","CLE",64,"2009-10-18",605,605,2405,1,0,8,0,2,"3",2,1,0,3,3,0,7,-7,0
1246,2009101805,"PIT","CLE","CLE","away","PIT","CLE",61,"2009-10-18",565,565,2365,1,0,8,0,2,"1",10,0,0,3,3,0,7,-7,1
1268,2009101805,"PIT","CLE","CLE","away","PIT","CLE",61,"2009-10-18",560,560,2360,1,0,8,0,2,"2",10,0,0,3,3,0,7,-7,1
1296,2009101805,"PIT","CLE","CLE","away","PIT","CLE",56,"2009-10-18",513,513,2313,1,0,8,0,2,"3",5,1,0,3,3,0,7,-7,0
1317,2009101805,"PIT","CLE","CLE","away","PIT","PIT",45,"2009-10-18",471,471,2271,1,0,8,0,2,"1",10,0,0,3,3,0,7,-7,1
1347,2009101805,"PIT","CLE","CLE","away","PIT","PIT",45,"2009-10-18",467,467,2267,1,0,8,0,2,"2",10,0,0,3,3,0,7,-7,1
1377,2009101805,"PIT","CLE","CLE","away","PIT","PIT",45,"2009-10-18",459,459,2259,1,0,8,0,2,"3",10,1,0,3,3,0,7,-7,1
2145,2009101805,"PIT","CLE","CLE","away","PIT","CLE",66,"2009-10-18",894,1794,1794,2,0,13,0,3,"1",10,0,0,3,3,7,17,-10,0
2170,2009101805,"PIT","CLE","CLE","away","PIT","CLE",63,"2009-10-18",853,1753,1753,2,0,13,0,3,"2",7,0,0,3,2,7,17,-10,1
2194,2009101805,"PIT","CLE","CLE","away","PIT","CLE",52,"2009-10-18",832,1732,1732,2,0,13,0,3,"1",10,0,0,3,2,7,17,-10,1
2265,2009101805,"PIT","CLE","CLE","away","PIT","PIT",9,"2009-10-18",790,1690,1690,2,0,13,0,3,"1",9,0,0,3,2,7,17,-10,0
2286,2009101805,"PIT","CLE","CLE","away","PIT","PIT",7,"2009-10-18",747,1647,1647,2,0,13,0,3,"2",7,0,0,3,2,7,17,-10,1
2310,2009101805,"PIT","CLE","CLE","away","PIT","PIT",1,"2009-10-18",703,1603,1603,2,0,13,1,3,"3",1,0,0,3,2,7,17,-10,1
2545,2009101805,"PIT","CLE","CLE","away","PIT","CLE",59,"2009-10-18",505,1405,1405,2,0,15,0,3,"1",10,0,0,3,2,14,24,-10,0
2566,2009101805,"PIT","CLE","CLE","away","PIT","CLE",57,"2009-10-18",467,1367,1367,2,0,15,0,3,"2",8,0,0,3,2,14,24,-10,0
2587,2009101805,"PIT","CLE","CLE","away","PIT","CLE",54,"2009-10-18",424,1324,1324,2,0,15,0,3,"3",5,1,0,3,2,14,24,-10,1
2813,2009101805,"PIT","CLE","CLE","away","PIT","CLE",52,"2009-10-18",237,1137,1137,2,0,17,0,3,"1",10,0,0,3,2,14,24,-10,0
2873,2009101805,"PIT","CLE","CLE","away","PIT","CLE",58,"2009-10-18",163,1063,1063,2,0,17,0,3,"2",16,0,0,3,2,14,24,-10,1
2895,2009101805,"PIT","CLE","CLE","away","PIT","CLE",58,"2009-10-18",158,1058,1058,2,0,17,0,3,"3",16,1,0,3,2,14,24,-10,1
2980,2009101805,"PIT","CLE","CLE","away","PIT","CLE",84,"2009-10-18",103,1003,1003,2,0,19,0,3,"1",10,0,0,3,2,14,24,-10,1
3004,2009101805,"PIT","CLE","CLE","away","PIT","CLE",70,"2009-10-18",65,965,965,2,0,19,0,3,"1",10,1,0,3,2,14,24,-10,0
3029,2009101805,"PIT","CLE","CLE","away","PIT","CLE",68,"2009-10-18",26,926,926,2,0,19,0,3,"2",8,0,0,3,2,14,24,-10,1
3054,2009101805,"PIT","CLE","CLE","away","PIT","CLE",68,"2009-10-18",21,921,921,2,0,19,0,3,"3",8,1,0,3,2,14,24,-10,1
3136,2009101805,"PIT","CLE","CLE","away","PIT","CLE",85,"2009-10-18",900,900,900,2,0,21,0,4,"1",10,0,0,3,2,14,24,-10,0
3161,2009101805,"PIT","CLE","CLE","away","PIT","CLE",82,"2009-10-18",859,859,859,2,0,21,0,4,"2",7,0,0,3,2,14,24,-10,1
3187,2009101805,"PIT","CLE","CLE","away","PIT","CLE",82,"2009-10-18",852,852,852,2,0,21,0,4,"3",7,1,0,3,2,14,24,-10,0
3212,2009101805,"PIT","CLE","CLE","away","PIT","CLE",70,"2009-10-18",811,811,811,2,0,21,0,4,"1",10,1,0,3,2,14,24,-10,0
3237,2009101805,"PIT","CLE","CLE","away","PIT","CLE",67,"2009-10-18",811,811,811,2,0,21,0,4,"2",7,1,0,3,2,14,24,-10,0
3262,2009101805,"PIT","CLE","CLE","away","PIT","CLE",67,"2009-10-18",726,726,726,2,0,21,0,4,"3",7,0,0,3,2,14,24,-10,1
3576,2009101805,"PIT","CLE","CLE","away","PIT","CLE",59,"2009-10-18",338,338,338,2,0,23,0,4,"1",10,0,0,3,2,14,27,-13,1
3600,2009101805,"PIT","CLE","CLE","away","PIT","PIT",49,"2009-10-18",302,302,302,2,0,23,0,4,"1",10,0,1,3,2,14,27,-13,1
3624,2009101805,"PIT","CLE","CLE","away","PIT","PIT",26,"2009-10-18",276,276,276,2,0,23,0,4,"1",10,0,1,3,2,14,27,-13,1
3650,2009101805,"PIT","CLE","CLE","away","PIT","PIT",26,"2009-10-18",273,273,273,2,0,23,0,4,"2",10,0,0,3,2,14,27,-13,1
3707,2009101805,"PIT","CLE","CLE","away","PIT","PIT",31,"2009-10-18",269,269,269,2,0,23,0,4,"3",15,0,0,3,2,14,27,-13,1
57,2009110900,"DEN","PIT","DEN","home","PIT","DEN",78,"2009-11-09",895,1795,3595,1,0,1,0,1,"1",10,0,0,3,3,0,0,0,1
81,2009110900,"DEN","PIT","DEN","home","PIT","DEN",65,"2009-11-09",859,1759,3559,1,0,1,0,1,"1",10,0,0,3,3,0,0,0,0
102,2009110900,"DEN","PIT","DEN","home","PIT","DEN",64,"2009-11-09",822,1722,3522,1,0,1,0,1,"2",9,1,0,3,3,0,0,0,1
126,2009110900,"DEN","PIT","DEN","home","PIT","MID",50,"2009-11-09",822,1722,3522,1,0,1,0,1,"1",10,0,0,3,3,0,0,0,0
147,2009110900,"DEN","PIT","DEN","home","PIT","PIT",45,"2009-11-09",747,1647,3447,1,0,1,0,1,"2",5,0,0,3,3,0,0,0,1
175,2009110900,"DEN","PIT","DEN","home","PIT","PIT",25,"2009-11-09",712,1612,3412,1,0,1,0,1,"1",10,0,0,3,3,0,0,0,0
196,2009110900,"DEN","PIT","DEN","home","PIT","PIT",28,"2009-11-09",675,1575,3375,1,0,1,0,1,"2",13,0,0,3,3,0,0,0,1
220,2009110900,"DEN","PIT","DEN","home","PIT","PIT",22,"2009-11-09",635,1535,3335,1,0,1,0,1,"3",7,1,0,3,3,0,0,0,1
418,2009110900,"DEN","PIT","DEN","home","PIT","DEN",82,"2009-11-09",441,1341,3141,1,0,3,0,1,"1",10,0,0,3,3,3,0,3,1
443,2009110900,"DEN","PIT","DEN","home","PIT","DEN",67,"2009-11-09",401,1301,3101,1,0,3,0,1,"1",10,1,0,3,3,3,0,3,1
467,2009110900,"DEN","PIT","DEN","home","PIT","DEN",63,"2009-11-09",365,1265,3065,1,0,3,0,1,"2",6,0,0,3,3,3,0,3,0
488,2009110900,"DEN","PIT","DEN","home","PIT","DEN",65,"2009-11-09",324,1224,3024,1,0,3,0,1,"3",8,1,0,3,3,3,0,3,1
512,2009110900,"DEN","PIT","DEN","home","PIT","DEN",56,"2009-11-09",290,1190,2990,1,0,3,0,1,"1",10,0,0,3,3,3,0,3,1
536,2009110900,"DEN","PIT","DEN","home","PIT","DEN",53,"2009-11-09",246,1146,2946,1,0,3,0,1,"2",7,1,0,3,3,3,0,3,1
558,2009110900,"DEN","PIT","DEN","home","PIT","DEN",53,"2009-11-09",242,1142,2942,1,0,3,0,1,"3",7,1,0,3,3,3,0,3,1
785,2009110900,"DEN","PIT","DEN","home","PIT","DEN",77,"2009-11-09",900,900,2700,1,0,5,0,2,"1",10,0,0,3,3,3,0,3,0
806,2009110900,"DEN","PIT","DEN","home","PIT","DEN",70,"2009-11-09",860,860,2660,1,0,5,0,2,"2",3,0,0,3,3,3,0,3,0
827,2009110900,"DEN","PIT","DEN","home","PIT","DEN",69,"2009-11-09",820,820,2620,1,0,5,0,2,"3",2,1,0,3,3,3,0,3,1
851,2009110900,"DEN","PIT","DEN","home","PIT","DEN",58,"2009-11-09",781,781,2581,1,0,5,1,2,"1",10,1,0,3,3,3,0,3,1
912,2009110900,"DEN","PIT","DEN","home","PIT","DEN",79,"2009-11-09",764,764,2564,1,0,6,0,2,"1",10,0,0,3,3,3,6,-3,0
938,2009110900,"DEN","PIT","DEN","home","PIT","DEN",75,"2009-11-09",734,734,2534,1,0,6,0,2,"2",6,1,0,3,3,3,6,-3,1
957,2009110900,"DEN","PIT","DEN","home","PIT","DEN",79,"2009-11-09",702,702,2502,1,0,6,0,2,"3",10,1,0,3,3,3,6,-3,1
981,2009110900,"DEN","PIT","DEN","home","PIT","DEN",64,"2009-11-09",658,658,2458,1,0,6,0,2,"1",10,0,0,3,3,3,6,-3,0
1002,2009110900,"DEN","PIT","DEN","home","PIT","DEN",65,"2009-11-09",620,620,2420,1,0,6,0,2,"2",11,1,0,3,3,3,6,-3,1
